adc_mq135, adc_mq137, adc_mq138, adc_mq3, status
21670,18646,16951,22385,preheat
21656,18632,16943,22378,preheat
21656,18622,16931,22375,preheat
21642,18609,16915,22370,preheat
21636,18599,16894,22358,preheat
21627,18586,16869,22359,preheat
21613,18577,16864,22350,preheat
21605,18566,16857,22351,preheat
21598,18558,16858,22345,preheat
21592,18546,16851,22340,preheat
21586,18533,16833,22332,preheat
21579,18526,16822,22327,preheat
21572,18517,16809,22325,preheat
21565,18504,16798,22317,preheat
21560,18494,16789,22313,preheat
21556,18483,16781,22310,preheat
21552,18473,16772,22308,preheat
21548,18463,16764,22296,preheat
21540,18452,16753,22291,preheat
21534,18441,16738,22283,preheat
21530,18431,16728,22279,preheat
21530,18422,16723,22278,preheat
21518,18409,16705,22272,preheat
21518,18403,16692,22271,preheat
21517,18395,16673,22269,preheat
21505,18384,16648,22262,preheat
21492,18373,16634,22258,preheat
21489,18370,16622,22255,preheat
21480,18361,16607,22257,preheat
21474,18355,16593,22248,preheat
21463,18345,16587,22250,preheat
21462,18337,16581,22241,preheat
21451,18329,16568,22242,preheat
21453,18321,16566,22235,preheat
21447,18315,16561,22234,preheat
21445,18306,16547,22228,preheat
21443,18298,16535,22224,preheat
21437,18290,16520,22225,preheat
21432,18283,16511,22218,preheat
21421,18277,16496,22216,preheat
21418,18265,16478,22216,preheat
21413,18258,16464,22213,preheat
21410,18250,16456,22210,preheat
21403,18235,16434,22204,preheat
21396,18226,16411,22202,preheat
21387,18217,16390,22193,preheat
21370,18206,16380,22193,preheat
21362,18202,16387,22188,preheat
21356,18187,16377,22185,preheat
21348,18178,16357,22181,preheat
21344,18168,16339,22179,preheat
21342,18156,16315,22174,preheat
21334,18146,16289,22168,preheat
21328,18138,16275,22167,preheat
21325,18124,16264,22161,preheat
21314,18114,16257,22157,preheat
21312,18107,16253,22155,preheat
21304,18093,16250,22150,preheat
21298,18087,16241,22144,preheat
21296,18073,16225,22145,preheat
21285,18061,16212,22139,preheat
21276,18049,16199,22135,preheat
21267,18049,16198,22134,preheat
21259,18042,16195,22129,preheat
21255,18034,16197,22126,preheat
21251,18039,16203,22128,preheat
21250,18042,16213,22126,preheat
21256,18057,16228,22127,preheat
21266,18070,16246,22127,preheat
21284,18095,16268,22130,preheat
21306,18117,16279,22135,preheat
21331,18144,16304,22138,preheat
21341,18174,16330,22144,preheat
21365,18207,16359,22150,preheat
21380,18240,16391,22157,preheat
21411,18274,16432,22166,preheat
21436,18315,16481,22171,preheat
21455,18348,16526,22181,preheat
21473,18384,16578,22190,preheat
21492,18424,16627,22202,preheat
21514,18459,16675,22204,preheat
21531,18493,16724,22214,preheat
21550,18532,16768,22221,preheat
21578,18567,16815,22231,preheat
21600,18600,16864,22242,preheat
21617,18636,16911,22251,preheat
21623,18670,16951,22256,preheat
21634,18695,16990,22268,preheat
21643,18727,17025,22274,preheat
21665,18757,17063,22280,preheat
21677,18780,17113,22289,preheat
