adc_mq135, adc_mq137, adc_mq138, adc_mq3, status
20324,18736,16992,21984,preheat
20315,18725,16981,21977,preheat
20307,18713,16972,21971,preheat
20293,18695,16957,21960,preheat
20280,18683,16949,21954,preheat
20262,18672,16933,21947,preheat
20254,18661,16915,21942,preheat
20247,18646,16902,21928,preheat
20236,18632,16877,21923,preheat
20230,18622,16859,21918,preheat
20224,18611,16831,21913,preheat
20216,18596,16815,21904,preheat
20208,18581,16801,21896,preheat
20197,18569,16792,21891,preheat
20182,18554,16778,21880,preheat
20175,18540,16767,21872,preheat
20159,18529,16759,21867,preheat
20147,18515,16755,21862,preheat
20136,18503,16745,21853,preheat
20129,18493,16730,21845,preheat
20122,18477,16708,21840,preheat
20114,18465,16691,21834,preheat
20104,18451,16677,21828,preheat
20097,18440,16665,21817,preheat
20085,18430,16652,21812,preheat
20082,18418,16641,21809,preheat
20077,18409,16623,21805,preheat
20073,18398,16606,21798,preheat
20065,18389,16585,21790,preheat
20058,18377,16570,21790,preheat
20049,18369,16553,21784,preheat
20042,18354,16533,21777,preheat
20037,18345,16524,21774,preheat
20030,18335,16514,21764,preheat
20023,18326,16509,21763,preheat
20018,18317,16502,21760,preheat
20009,18308,16496,21755,preheat
20002,18295,16487,21751,preheat
19998,18285,16478,21744,preheat
19988,18273,16474,21736,preheat
19978,18266,16466,21733,preheat
19968,18250,16450,21723,preheat
19962,18238,16440,21719,preheat
19957,18231,16431,21719,preheat
19952,18216,16406,21711,preheat
19943,18203,16388,21707,preheat
19933,18193,16379,21695,preheat
19924,18181,16366,21693,preheat
19914,18170,16353,21689,preheat
19907,18161,16338,21683,preheat
19902,18149,16326,21680,preheat
19893,18140,16319,21675,preheat
19887,18133,16303,21673,preheat
19882,18123,16297,21666,preheat
19879,18118,16278,21659,preheat
19874,18112,16273,21658,preheat
19866,18104,16263,21649,preheat
19855,18091,16248,21644,preheat
19841,18074,16240,21635,preheat
19820,18052,16216,21624,preheat
19809,18029,16203,21612,preheat
19797,18004,16179,21597,preheat
19777,17974,16151,21585,preheat
19756,17943,16116,21570,preheat
19736,17907,16068,21551,preheat
19713,17870,16014,21533,preheat
19688,17830,15968,21513,preheat
19661,17790,15923,21501,preheat
19635,17750,15879,21478,preheat
19606,17715,15843,21460,preheat
